cong,id,state,dist,lstate,party,name,unity,num unity votes,total unity votes
78,3851,14,22,PENNSYL,200,GROSS,94.203,65,69
78,9645,14,23,PENNSYL,200,VAN ZANDT,86.364,19,22
78,1161,14,23,PENNSYL,200,BRUMBOUGH,88,22,25
78,8735,14,24,PENNSYL,100,SNYDER,86.957,60,69
78,3416,14,25,PENNSYL,100,FURLONG,91.667,44,48
78,3737,14,26,PENNSYL,200,GRAHAM,84,63,75
78,9377,14,27,PENNSYL,200,TIBBOTT,93.421,71,76
78,5136,14,28,PENNSYL,100,KELLEY,89.855,62,69
78,8009,14,29,PENNSYL,200,RODGERS,93.243,69,74
78,9921,14,30,PENNSYL,100,WEISS,88.235,60,68
78,2833,14,31,PENNSYL,100,EBERHARTER,91.176,62,68
78,10390,14,32,PENNSYL,100,WRIGHT,90.278,65,72
78,9484,14,99,PENNSYL,200,TROUTMAN,86.842,66,76
78,3264,5,1,RHODE I,100,FORAND,90.411,66,73
78,3246,5,2,RHODE I,100,FOGARTY,91.525,54,59
78,7925,48,1,SOUTH C,100,RIVERS,74.194,46,62
78,3404,48,2,SOUTH C,100,FULMER,76.087,35,46
78,4067,48,3,SOUTH C,100,HARE,83.333,55,66
78,1181,48,4,SOUTH C,100,BRYSON,84.416,65,77
78,7869,48,5,SOUTH C,100,RICHARD,93.103,54,58
78,6353,48,6,SOUTH C,100,MCMILLAN  J,79.412,54,68
78,6796,37,1,SOUTH D,200,MUNDT,82.353,56,68
78,1570,37,2,SOUTH D,200,CASE,79.71,55,69
78,7777,54,1,TENNESS,200,REECE,85.714,54,63
78,4925,54,2,TENNESS,200,JENNINGS,88.732,63,71
78,5122,54,3,TENNESS,100,KEFAUVER,87.5,63,72
78,3704,54,4,TENNESS,100,GORE,83.871,52,62
78,6173,54,5,TENNESS,100,MCCORD,90.909,50,55
78,7622,54,6,TENNESS,100,PRIEST,96.104,74,77
78,2093,54,7,TENNESS,100,COURTNEY,87.097,54,62
78,6826,54,8,TENNESS,100,MURRAY  T.,72.727,48,66
78,2049,54,9,TENNESS,100,COOPER,91.026,71,78
78,2376,54,10,TENNESS,100,DAVIS,95.588,65,68
78,7232,49,1,TEXAS,100,PATMAN,98.333,59,60
78,2588,49,2,TEXAS,100,DIES,69.697,23,33
78,567,49,3,TEXAS,100,BECKWORTH,81.579,62,76
78,9087,49,5,TEXAS,100,SUMNERS,60.714,34,56
78,4978,49,6,TEXAS,100,JOHNSON LUT,79.452,58,73
78,7266,49,7,TEXAS,100,PATTON,83.562,61,73
78,9284,49,8,TEXAS,100,THOMAS  A.,85.714,66,77
78,5966,49,9,TEXAS,100,MANSFIELD J,76.923,40,52
78,4979,49,10,TEXAS,100,JOHNSON LYN,97.26,71,73
78,7498,49,11,TEXAS,100,POAGE,63.889,46,72
78,5458,49,12,TEXAS,100,LANHAM,57.534,42,73
78,3719,49,13,TEXAS,100,GOSSETT,62.162,46,74
78,5314,49,14,TEXAS,100,KLEBERG,38.333,23,60
78,9962,49,15,TEXAS,100,WEST,40.845,29,71
78,9312,49,16,TEXAS,100,THOMASON,74.667,56,75
78,8140,49,17,TEXAS,100,RUSSELL,63.636,35,55
78,10373,49,18,TEXAS,100,WORLEY,70.968,44,62
78,5924,49,19,TEXAS,100,MAHON,76.923,60,78
78,5236,49,20,TEXAS,100,KILDAY,59.155,42,71
78,3171,49,21,TEXAS,100,FISHER,56.164,41,73
78,3752,67,1,UTAH,100,GRANGER,92.453,49,53
78,7980,67,2,UTAH,100,ROBINSON,92.647,63,68
78,7495,6,1,VERMONT,200,PLUMLEY,87.234,41,47
78,785,40,1,VIRGINI,100,BLAND,83.099,59,71
78,4121,40,2,VIRGINI,100,HARRIS  W.,73.846,48,65
78,8220,40,3,VIRGINI,100,SATTERFIELD,75.806,47,62
78,2726,40,4,VIRGINI,100,DREWRY,76.471,52,68
78,1245,40,5,VIRGINI,100,BURCH,72.308,47,65
78,10350,40,6,VIRGINI,100,WOODRUM,75.385,49,65
78,7958,40,7,VIRGINI,100,ROBERTSON,70.27,52,74
78,8636,40,8,VIRGINI,100,SMITH  H.W.,64.912,37,57
78,3207,40,9,VIRGINI,100,FLANNAGAN,93.421,71,76
78,5913,73,1,WASHING,100,MAGNUSON,80.392,41,51
78,4851,73,2,WASHING,100,JACKSON,87.692,57,65
78,6957,73,3,WASHING,200,NORMAN,84.722,61,72
78,4537,73,4,WASHING,200,HOLMES  O.,77.027,57,74
78,4579,73,5,WASHING,200,HORAN,80.556,58,72
78,1899,73,6,WASHING,100,COFFEE,88,66,75
78,8263,56,1,WEST VI,200,SCHIFFLER,91.429,64,70
78,7722,56,2,WEST VI,100,RANDOLPH,69.841,44,63
78,8040,56,3,WEST VI,200,ROHRBOUGH,88.312,68,77
78,2924,56,4,WEST VI,200,ELLIS,98.485,65,66
78,5117,56,5,WEST VI,100,KEE,83.607,51,61
78,8660,56,6,WEST VI,100,SMITH  J.L.,70.37,38,54
78,8663,25,1,WISCONS,200,SMITH  L.H.,88.158,67,76
78,8229,25,2,WISCONS,370,SAUTHOFF,88.158,67,76
78,8924,25,3,WISCONS,200,STEVENSON,85.075,57,67
78,9859,25,4,WISCONS,100,WASIELEWSKI,70.313,45,64
78,6363,25,5,WISCONS,100,MCMURRAY,95.714,67,70
78,5119,25,6,WISCONS,200,KEEFE,85.915,61,71
78,6823,25,7,WISCONS,200,MURRAY  R.,91.892,68,74
78,2599,25,8,WISCONS,100,DILWEG,87.143,61,70
78,4720,25,9,WISCONS,370,HULL,87.143,61,70
78,7046,25,10,WISCONS,200,O'KONSKI,61.429,43,70
78,464,68,1,WYOMING,200,BARRETT,85.526,65,76
79,937,41,1,ALABAMA,100,BOYKIN  F.,59.722,43,72
79,3754,41,2,ALABAMA,100,GRANT  G.M.,70.238,59,84
79,195,41,3,ALABAMA,100,ANDREWS  G.,65.657,65,99
79,4471,41,4,ALABAMA,100,HOBBS  S.,72.222,65,90
79,7695,41,5,ALABAMA,100,RAINS  A.,84.615,66,78
79,4892,41,6,ALABAMA,100,JARMAN  P.,80,56,70
79,5950,41,7,ALABAMA,100,MANASCO  C.,71.845,74,103
79,8764,41,8,ALABAMA,100,SPARKMAN,96.703,88,91
79,7233,41,9,ALABAMA,100,PATRICK  L.,96.104,74,77
79,4078,61,98,ARIZONA,100,HARLESS  R.,86.813,79,91
79,6799,61,98,ARIZONA,100,MURDOCK  J.,93.939,93,99
79,3506,42,1,ARKANSA,100,GATHINGS,50.562,45,89
79,6532,42,2,ARKANSA,100,MILLS  W.,69.369,77,111
79,9473,42,3,ARKANSA,100,TRIMBLE  J.,84.762,89,105
79,2157,42,4,ARKANSA,100,CRAVENS  W.,56.471,48,85
79,4244,42,5,ARKANSA,100,HAYS  L.B.,87.255,89,102
79,6958,42,6,ARKANSA,100,NORRELL  W.,52.128,49,94
79,4110,42,7,ARKANSA,100,HARRIS  O.,75,66,88
79,5531,71,1,CALIFOR,100,LEA  C.F.,63.291,50,79
79,2965,71,2,CALIFOR,100,ENGLE  C.,82.979,78,94
79,4976,71,3,CALIFOR,200,JOHNSON  L.,55.67,54,97
79,4201,71,4,CALIFOR,100,HAVENNER,88.889,96,108
79,9928,71,5,CALIFOR,200,WELCH  R.J.,39.063,25,64
79,6483,71,6,CALIFOR,100,MILLER  G.,90.361,75,83
79,9406,71,7,CALIFOR,100,TOLAN  J.H.,95.588,65,68
79,173,71,8,CALIFOR,200,ANDERSON,80,56,70
79,3518,71,9,CALIFOR,200,GEARHART,82.716,67,81
79,2908,71,10,CALIFOR,100,ELLIOTT  A.,39.08,34,87
79,7117,71,11,CALIFOR,100,OUTLAND  G.,90.291,93,103
79,9687,71,12,CALIFOR,100,VOORHIS  H.,87.85,94,107
79,4264,71,13,CALIFOR,100,HEALY  N.,93,93,100
79,2689,71,14,CALIFOR,100,DOUGLAS  H.,96.842,92,95
79,6220,71,15,CALIFOR,200,MCDONOUGH,59.048,62,105
79,7239,71,16,CALIFOR,100,PATTERSON,91.919,91,99
79,5255,71,17,CALIFOR,100,KING  C.R.,93.617,88,94
79,2713,71,18,CALIFOR,100,DOYLE  C.,91.743,100,109
79,4514,71,19,CALIFOR,100,HOLIFIELD,89.535,77,86
79,4450,71,20,CALIFOR,200,HINSHAW  C.,64.13,59,92
79,8444,71,21,CALIFOR,100,SHEPPARD,87.013,67,77
79,7415,71,22,CALIFOR,200,PHILLIPS,92.929,92,99
79,4836,71,23,CALIFOR,100,IZAC  E.V.,92.941,79,85
79,3592,62,1,COLORAD,200,GILLESPIE,92.135,82,89
79,4429,62,2,COLORAD,200,HILL  W.S.,91.837,90,98
79,1684,62,3,COLORAD,200,CHENOWETH,89.796,88,98
79,8005,62,4,COLORAD,200,ROCKWELL,94.949,94,99
79,5359,1,1,CONNECT,100,KOPPLEMANN,92.308,96,104
79,10344,1,2,CONNECT,100,WOODHOUSE,93.878,92,98
79,3524,1,3,CONNECT,100,GEELAN  J.,91.304,84,92
79,5827,1,4,CONNECT,200,LUCE    C.,61.429,43,70
79,9160,1,5,CONNECT,200,TALBOT  J.,82.828,82,99
79,8162,1,99,CONNECT,100,RYTER   J.,91.667,88,96
79,9459,11,1,DELAWAR,100,TRAYNOR  P.,80.233,69,86
79,7372,43,1,FLORIDA,100,PETERSON,68.235,58,85
79,7611,43,2,FLORIDA,100,PRICE  E.H.,59.794,58,97
79,8507,43,3,FLORIDA,100,SIKES  R.L.,65.06,54,83
79,1478,43,4,FLORIDA,100,CANNON  A.,80.488,33,41
79,4318,43,5,FLORIDA,100,HENDRICKS,62.963,51,81
79,8023,43,6,FLORIDA,100,ROGERS  D.,61.386,62,101
79,7371,44,1,GEORGIA,100,PETERSON,69.014,49,71
79,2111,44,2,GEORGIA,100,COX  E.E.,60.87,42,69
79,7142,44,3,GEORGIA,100,PACE  S.,65.306,64,98
79,1439,44,4,GEORGIA,100,CAMP  A.,71.429,70,98
79,7709,44,5,GEORGIA,100,RAMSPECK,93.878,46,49
79,5953,44,5,GEORGIA,100,MANKIN  H.,84.848,28,33
79,9677,44,6,GEORGIA,100,VINSON  C.,72.152,57,79
79,9183,44,7,GEORGIA,100,TARVER  M.,55.172,48,87
79,3563,44,8,GEORGIA,100,GIBSON  J.,37.5,21,56
79,10329,44,9,GEORGIA,100,WOOD  J.S.,51.899,41,79
79,1130,44,10,GEORGIA,100,BROWN  P.,76.577,85,111
79,10015,63,1,IDAHO,100,WHITE  C.,69.231,36,52
79,2803,63,2,IDAHO,200,DWORSHAK,96.04,97,101
79,2433,21,1,ILLINOI,100,DAWSON  W.,100,52,52
79,8089,21,2,ILLINOI,100,ROWAN  W.,94.545,104,110
79,5149,21,3,ILLINOI,100,KELLY  E.A.,72.917,70,96
79,3715,21,4,ILLINOI,100,GORSKI  M.,93.333,98,105
79,8163,21,5,ILLINOI,100,SABATH  A.,89.888,80,89
79,7004,21,6,ILLINOI,100,O'BRIEN  T.,88.679,94,106
79,5685,21,7,ILLINOI,100,LINK  W.W.,97.273,107,110
79,3700,21,8,ILLINOI,100,GORDON  T.,94.286,99,105
79,7823,21,9,ILLINOI,100,RESA  A.J.,94.545,104,110
79,1723,21,10,ILLINOI,200,CHURCH  R.,98.198,109,111
79,7779,21,11,ILLINOI,200,REED  C.W.,86.667,91,105
79,6061,21,12,ILLINOI,200,MASON  N.M.,93.684,89,95
79,121,21,13,ILLINOI,200,ALLEN  L.E.,88.776,87,98
79,4941,21,14,ILLINOI,200,JOHNSON  A.,96.078,98,102
79,1702,21,15,ILLINOI,200,CHIPERFIELD,93.182,82,88
79,2609,21,16,ILLINOI,200,DIRKSEN  E.,76.136,67,88
79,226,21,17,ILLINOI,200,ARENDS  L.,94.175,97,103
79,9086,21,18,ILLINOI,200,SUMNER  J.,97.802,89,91
79,6358,21,19,ILLINOI,200,MCMILLEN,90.385,94,104
79,8533,21,20,ILLINOI,200,SIMPSON  S.,87.755,86,98
79,4648,21,21,ILLINOI,200,HOWELL  E.,86.111,93,108
79,7610,21,22,ILLINOI,100,PRICE  C.M.,92.929,92,99
79,9693,21,23,ILLINOI,200,VURSELL  C.,92.233,95,103
79,1851,21,24,ILLINOI,200,CLIPPINGER,90.909,50,55
79,731,21,25,ILLINOI,200,BISHOP  C.,87.037,94,108
79,2687,21,99,ILLINOI,100,DOUGLAS  E.,93,93,100
79,5900,22,1,INDIANA,100,MADDEN  R.,84.694,83,98
79,3963,22,2,INDIANA,200,HALLECK  C.,95.455,84,88
79,3756,22,3,INDIANA,200,GRANT  R.,96.842,92,95
79,3605,22,4,INDIANA,200,GILLIE  G.,96.296,104,108
79,4082,22,5,INDIANA,200,HARNESS  F.,97.895,93,95
79,4983,22,6,INDIANA,200,JOHNSON  N.,85.227,75,88
79,5434,22,7,INDIANA,200,LANDIS  G.,89.535,77,86
79,5400,22,8,INDIANA,200,LAFOLLETTE,31.646,25,79
79,10212,22,9,INDIANA,200,WILSON  E.,95.349,82,86
79,8813,22,10,INDIANA,200,SPRINGER,96.396,107,111
79,5831,22,11,INDIANA,100,LUDLOW  L.,79.487,62,78
79,6039,31,1,IOWA,200,MARTIN  T.,88.571,93,105
79,9168,31,2,IOWA,200,TALLE  H.O.,91.743,100,109
79,3890,31,3,IOWA,200,GWYNNE  J.,88.073,96,109
79,5552,31,4,IOWA,200,LECOMPTE,86.17,81,94
79,2256,31,5,IOWA,200,CUNNINGHAM,86.275,88,102
79,2647,31,6,IOWA,200,DOLLIVER,85.149,86,101
79,4928,31,7,IOWA,200,JENSEN  B.,97.222,105,108
79,4482,31,8,IOWA,200,HOEVEN  C.,90.566,96,106
79,1920,32,1,KANSAS,200,COLE  A.M.,86.25,69,80
79,8318,32,2,KANSAS,200,SCRIVNER,93.396,99,106
79,10283,32,3,KANSAS,200,WINTER  T.,93.651,59,63
79,7799,32,4,KANSAS,200,REES  E.H.,92.381,97,105
79,4562,32,5,KANSAS,200,HOPE  C.,80.208,77,96
79,1510,32,6,KANSAS,200,CARLSON  F.,91.489,86,94
79,3809,51,1,KENTUCK,100,GREGORY  N.,79.612,82,103
79,1831,51,2,KENTUCK,100,CLEMENTS,81.818,72,88
79,7073,51,3,KENTUCK,100,O'NEAL  E.,78.652,70,89
79,1682,51,4,KENTUCK,100,CHELF  F.,76.19,80,105
79,8778,51,5,KENTUCK,100,SPENCE  B.,96.226,102,106
79,1659,51,6,KENTUCK,100,CHAPMAN  V.,78.481,62,79
79,6100,51,7,KENTUCK,100,MAY  A.J.,71.795,56,78
79,516,51,8,KENTUCK,100,BATES  J.B.,89.888,80,89
79,7996,51,9,KENTUCK,200,ROBSION  J.,92.381,97,105
79,4275,45,1,LOUISIA,100,HEBERT,52.174,36,69
79,5947,45,2,LOUISIA,100,MALONEY  P.,69.767,60,86
79,2650,45,3,LOUISIA,100,DOMENGEAUX,57.471,50,87
79,1081,45,4,LOUISIA,100,BROOKS  O.,70.833,68,96
79,6298,45,5,LOUISIA,100,MCKENZIE,51.282,40,78
79,6721,45,6,LOUISIA,100,MORRISON,84.146,69,82
79,5476,45,7,LOUISIA,100,LARCADE  H.,51.042,49,96
79,100,45,8,LOUISIA,100,ALLEN   A.,64.045,57,89
79,3924,2,1,MAINE,200,HALE  R.,72.277,73,101
79,8666,2,2,MAINE,200,SMITH  M.C.,51,51,100
79,3096,2,3,MAINE,200,FELLOWS  F.,91.304,84,92
79,8017,52,1,MARYLAN,100,ROE  D.G.,48.913,45,92
79,381,52,2,MARYLAN,100,BALDWIN  H.,67.742,42,62
79,2304,52,3,MARYLAN,100,D'ALESANDRO,85.455,94,110
79,3054,52,4,MARYLAN,100,FALLON  G.,74.074,80,108
79,8219,52,5,MARYLAN,100,SASSCER  L.,79.208,80,101
79,546,52,6,MARYLAN,200,BEALL  J.G.,83.516,76,91
79,4372,3,1,MASSACH,200,HESELTON,66.364,73,110
79,1803,3,2,MASSACH,200,CLASON  C.,71.429,65,91
79,7408,3,3,MASSACH,100,PHILBIN  P.,60.92,53,87
79,4538,3,4,MASSACH,200,HOLMES  P.,84.694,83,98
79,8024,3,5,MASSACH,200,ROGERS  E.,73.148,79,108
79,512,3,6,MASSACH,200,BATES  G.J.,71.951,59,82
79,5447,3,7,MASSACH,100,LANE  T.J.,82.796,77,93
79,3682,3,8,MASSACH,200,GOODWIN  A.,90.741,98,108
79,3569,3,9,MASSACH,200,GIFFORD  C.,84.615,77,91
79,4371,3,10,MASSACH,200,HERTER  C.,67.368,64,95
79,2258,3,11,MASSACH,100,CURLEY  J.,97.222,35,36
79,6177,3,12,MASSACH,100,MCCORMACK,99.048,104,105
79,10095,3,13,MASSACH,200,WIGGLESWORT,78.095,82,105
79,6033,3,14,MASSACH,200,MARTIN  J.,87.619,92,105
79,8172,23,1,MICHIGA,100,SADOWSKI,91,91,100
79,6456,23,2,MICHIGA,200,MICHENER,80,88,110
79,8392,23,3,MICHIGA,200,SHAFER  P.,93,93,100
79,4487,23,4,MICHIGA,200,HOFFMAN  C.,96.875,93,96
79,5072,23,5,MICHIGA,200,JONKMAN  B.,96.33,105,109
79,758,23,6,MICHIGA,200,BLACKNEY,89.216,91,102
79,10303,23,7,MICHIGA,200,WOLCOTT  J.,86.139,87,101
79,2159,23,8,MICHIGA,200,CRAWFORD,89.61,69,77
79,2963,23,9,MICHIGA,200,ENGEL  A.,81.609,71,87
79,10348,23,10,MICHIGA,200,WOODRUFF,97.143,102,105
79,953,23,11,MICHIGA,200,BRADLEY  F.,96.341,79,82
79,4552,23,12,MICHIGA,100,HOOK  F.,89.011,81,91
79,6998,23,13,MICHIGA,100,O'BRIEN  G.,87.755,86,98
79,7682,23,14,MICHIGA,100,RABAUT  L.,91.753,89,97
79,2604,23,15,MICHIGA,100,DINGELL  J.,93.478,86,92
79,5616,23,16,MICHIGA,100,LESINSKI,91.489,86,94
79,2653,23,17,MICHIGA,200,DONDERO  G.,91.509,97,106
79,188,33,1,MINNESO,200,ANDRESEN,95.506,85,89
79,7044,33,2,MINNESO,200,O'HARA  J.,83,83,100
79,3436,33,3,MINNESO,100,GALLAGHER,93.269,97,104
79,8851,33,4,MINNESO,100,STARKEY  F.,89.32,92,103
79,5083,33,5,MINNESO,200,JUDD  W.H.,58.586,58,99
79,5352,33,6,MINNESO,200,KNUTSON  H.,93.396,99,106
79,158,33,7,MINNESO,200,ANDERSEN,95.098,97,102
79,7472,33,8,MINNESO,200,PITTENGER,75.676,84,111
79,3902,33,9,MINNESO,200,HAGEN  H.C.,70.455,62,88
79,7731,46,1,MISSISS,100,RANKIN  J.,41.905,44,105
79,10075,46,2,MISSISS,100,WHITTEN  J.,51.042,49,96
79,10077,46,3,MISSISS,100,WHITTINGTON,62.385,68,109
79,13,46,4,MISSISS,100,ABERNETHY,50.476,53,105
79,10279,46,5,MISSISS,100,WINSTEAD,47.778,43,90
79,1952,46,6,MISSISS,100,COLMER  W.,62.903,39,62
79,6250,46,7,MISSISS,100,MCGEHEE  D.,52.703,39,74
79,248,34,1,MISSOUR,200,ARNOLD  S.,92.308,96,104
79,8284,34,2,MISSOUR,200,SCHWABE  M.,93.269,97,104
79,1928,34,3,MISSOUR,200,COLE  W.C.,88.991,97,109
79,598,34,4,MISSOUR,100,BELL  C.J.,59.42,41,69
79,8569,34,5,MISSOUR,100,SLAUGHTER,65.217,45,69
79,641,34,6,MISSOUR,200,BENNETT  M.,94.231,98,104
79,8484,34,7,MISSOUR,200,SHORT  D.,91.489,86,94
79,1517,34,8,MISSOUR,100,CARNAHAN,92.233,95,103
79,1479,34,9,MISSOUR,100,CANNON  C.,72.277,73,101
79,10468,34,10,MISSOUR,100,ZIMMERMAN,75.532,71,94
79,9071,34,11,MISSOUR,100,SULLIVAN,95.413,104,109
79,7487,34,12,MISSOUR,200,PLOESER  W.,91.765,78,85
79,1882,34,13,MISSOUR,100,COCHRAN  J.,87.719,50,57
79,5967,64,1,MONTANA,100,MANSFIELD,86.42,70,81
79,2538,64,2,MONTANA,200,D'EWART  W.,84,63,75
79,2267,35,1,NEBRASK,200,CURTIS  C.,92.453,98,106
79,1218,35,2,NEBRASK,200,BUFFETT  H.,97.087,100,103
79,8879,35,3,NEBRASK,200,STEFAN  K.,86.667,91,105
79,6474,35,4,NEBRASK,200,MILLER  A.,95.327,102,107
79,1239,65,1,NEVADA,100,BUNKER  B.,84.146,69,82
79,6437,4,1,NEW HAM,200,MERROW  C.,83.562,61,73
79,39,4,2,NEW HAM,200,ADAMS  S.,75.789,72,95
79,10314,12,1,NEW JER,200,WOLVERTON,59.375,57,96
79,4031,12,2,NEW JER,200,HAND  T.M.,74.074,60,81
79,291,12,3,NEW JER,200,AUCHINCLOSS,71.134,69,97
79,7578,12,4,NEW JER,200,POWERS  D.,92,23,25
79,6070,12,4,NEW JER,200,MATHEWS,75,45,60
79,2827,12,5,NEW JER,200,EATON  C.A.,90,54,60
79,1569,12,6,NEW JER,200,CASE   C.P.,57,57,100
79,9301,12,7,NEW JER,200,THOMAS  J.,88.889,80,90
79,1476,12,8,NEW JER,200,CANFIELD,55.056,49,89
79,9427,12,9,NEW JER,200,TOWE  H.L.,70.732,58,82
79,4155,12,10,NEW JER,200,HARTLEY  F.,72.727,56,77
79,9090,12,11,NEW JER,200,SUNDSTROM,75,66,88
79,5109,12,12,NEW JER,200,KEAN  R.W.,64.948,63,97
79,6972,12,13,NEW JER,100,NORTON  M.,100,61,61
79,4142,12,14,NEW JER,100,HART  E.J.,91.139,72,79
79,165,66,98,NEW MEX,100,ANDERSON,100,21,21
79,3114,66,98,NEW MEX,100,FERNANDEZ,68.085,64,94
79,8406,13,1,NEW YOR,200,SHARP  E.A.,88.462,69,78
79,3946,13,2,NEW YOR,200,HALL  L.W.,81.707,67,82
79,5488,13,3,NEW YOR,200,LATHAM,78.022,71,91
79,477,13,4,NEW YOR,100,BARRY,88.462,69,78
79,8018,13,5,NEW YOR,100,ROE  J.A.,92.453,49,53
79,2476,13,6,NEW YOR,100,DELANEY  JA,90.217,83,92
79,2477,13,7,NEW YOR,100,DELANEY  JO,95,95,100
79,7390,13,8,NEW YOR,100,PFEIFER  J.,96.386,80,83
79,5199,13,9,NEW YOR,100,KEOGH  E.J.,94.444,85,90
79,8739,13,10,NEW YOR,100,SOMERS  A.,91.667,77,84
79,4279,13,11,NEW YOR,100,HEFFERNAN,93.75,75,80
79,8049,13,12,NEW YOR,100,ROONEY  J.,90.625,87,96
79,7114,13,13,NEW YOR,100,O'TOOLE  D.,94.253,82,87
79,7754,13,14,NEW YOR,100,RAYFIEL  L.,92.135,82,89
79,1611,13,15,NEW YOR,100,CELLER  E.,88.462,69,78
79,1197,13,16,NEW YOR,200,BUCK  E.B.,88,88,100
79,388,13,17,NEW YOR,200,BALDWIN  J.,42.105,24,57
79,5974,13,18,NEW YOR,522,MARCANTONIO,42.105,24,57
79,2585,13,19,NEW YOR,100,DICKSTEIN,100,31,31
79,5317,13,19,NEW YOR,100,KLEIN  A.G.,89.362,42,47
79,802,13,20,NEW YOR,100,BLOOM  S.,92.593,75,81
79,9424,13,21,NEW YOR,100,TORRENS  J.,95.652,66,69
79,7568,13,22,NEW YOR,100,POWELL  A.,85.714,60,70
79,5859,13,23,NEW YOR,100,LYNCH  W.,93.182,82,88
79,7683,13,24,NEW YOR,100,RABIN  B.,93.814,91,97
79,1205,13,25,NEW YOR,100,BUCKLEY  C.,96.774,60,62
79,7678,13,26,NEW YOR,100,QUINN  P.A.,92.135,82,89
79,3888,13,27,NEW YOR,200,GWINN  R.,94.286,66,70
79,3446,13,28,NEW YOR,200,GAMBLE  R.,79.412,81,102
79,629,13,29,NEW YOR,200,BENNET  A.,62.025,49,79
79,5580,13,30,NEW YOR,200,LEFEVRE  J.,86.792,92,106
79,5110,13,31,NEW YOR,200,KEARNEY  B.,75.258,73,97
79,1369,13,32,NEW YOR,100,BYRNE  W.T.,98.851,86,87
79,9203,13,33,NEW YOR,200,TAYLOR  D.,81.481,66,81
79,5235,13,34,NEW YOR,200,KILBURN  C.,83.333,70,84
79,3396,13,35,NEW YOR,200,FULLER  H.,94.253,82,87
79,4024,13,36,NEW YOR,200,HANCOCK  C.,79.775,71,89
79,3937,13,37,NEW YOR,200,HALL  E.A.,80.899,72,89
79,9144,13,38,NEW YOR,200,TABER  J.,93.396,99,106
79,1931,13,39,NEW YOR,200,COLE  W.S.,86.517,77,89
79,8026,13,40,NEW YOR,100,ROGERS  G.,91.765,78,85
79,9705,13,41,NEW YOR,200,WADSWORTH,79.012,64,81
79,200,13,42,NEW YOR,200,ANDREWS  W.,67.647,46,68
79,2947,13,43,NEW YOR,200,ELSAESSER,74.725,68,91
79,1340,13,44,NEW YOR,200,BUTLER  J.,83.158,79,95
79,7781,13,45,NEW YOR,200,REED  D.A.,95,95,100
79,846,47,1,NORTH C,100,BONNER  H.,65.882,56,85
79,5208,47,2,NORTH C,100,KERR  J.H.,78.824,67,85
79,431,47,3,NORTH C,100,BARDEN  G.,48,36,75
79,2032,47,4,NORTH C,100,COOLEY  H.,64.706,55,85
79,3251,47,5,NORTH C,100,FOLGER  J.,86.538,90,104
79,2791,47,6,NORTH C,100,DURHAM  C.,69.048,58,84
79,1771,47,7,NORTH C,100,CLARK  J.B.,77.465,55,71
79,1258,47,8,NORTH C,100,BURGIN  W.,84.211,48,57
79,7588,47,8,NORTH C,100,PRATT  E.J.,62.963,17,27
79,2684,47,9,NORTH C,100,DOUGHTON,62.887,61,97
79,2986,47,10,NORTH C,100,ERVIN  J.W.,75.556,34,45
79,2987,47,10,NORTH C,100,ERVIN  S.J.,52.273,23,44
79,1235,47,11,NORTH C,100,BULWINKLE,71.134,69,97
79,9897,47,12,NORTH C,100,WEAVER  Z.,83.516,76,91
79,5602,36,98,NORTH D,200,LEMKE  W.,89.474,85,95
79,7959,36,98,NORTH D,200,ROBERTSON,74,74,100
79,2948,24,1,OHIO,200,ELSTON  C.,94.393,101,107
79,4373,24,2,OHIO,200,HESS  W.H.,95.37,103,108
79,3464,24,3,OHIO,100,GARDNER  E.,80.263,61,76
79,5059,24,4,OHIO,200,JONES  R.F.,92.233,95,103
79,1839,24,5,OHIO,200,CLEVENGER,97.222,105,108
79,6186,24,6,OHIO,200,MCCOWEN  E.,92.523,99,107
79,1104,24,7,OHIO,200,BROWN  C.,95.098,97,102
79,8619,24,8,OHIO,200,SMITH  F.C.,96.774,90,93
79,7699,24,9,OHIO,200,RAMEY  H.,80,84,105
79,4917,24,10,OHIO,200,JENKINS  T.,95.495,106,111
79,1000,24,11,OHIO,200,BREHM  W.E.,85.577,89,104
79,9688,24,12,OHIO,200,VORYS  J.,84.848,84,99
79,9917,24,13,OHIO,200,WEICHEL  A.,96.078,98,102
79,4681,24,14,OHIO,100,HUBER  W.,90.654,97,107
79,3831,24,15,OHIO,200,GRIFFITHS,88.679,94,106
79,9283,24,16,OHIO,100,THOM  W.R.,81.818,81,99
79,6262,24,17,OHIO,200,MCGREGOR,90,90,100
79,5636,24,18,OHIO,200,LEWIS  E.R.,81.905,86,105
79,5301,24,19,OHIO,100,KIRWAN  M.,86.813,79,91
79,3092,24,20,OHIO,100,FEIGHAN  M.,82.857,87,105
79,2199,24,21,OHIO,100,CROSSER  R.,85.227,75,88
79,837,24,22,OHIO,200,BOLTON  F.,76.596,72,94
79,621,24,99,OHIO,200,BENDER  G.,68.675,57,83
79,8283,53,1,OKLAHOM,200,SCHWABE  G.,95.283,101,106
79,8949,53,2,OKLAHOM,100,STIGLER  W.,81.818,72,88
79,8944,53,3,OKLAHOM,100,STEWART  P.,51.724,30,58
79,863,53,4,OKLAHOM,100,BOREN  L.H.,41.818,23,55
79,6597,53,5,OKLAHOM,100,MONRONEY,88.542,85,96
79,4970,53,6,OKLAHOM,100,JOHNSON  J.,67.089,53,79
